,id,latitude,longitude
855,25-16,50.06245,19.93112
856,25-17,50.05948,19.93112
857,25-18,50.056509999999996,19.93112
858,25-19,50.05354,19.93112
859,25-20,50.05057,19.93112
860,25-21,50.0476,19.93112
861,25-22,50.04463,19.93112
862,25-23,50.04166,19.93112
863,25-24,50.03869,19.93112
864,25-25,50.03572,19.93112
865,25-26,50.03275,19.93112
866,25-27,50.02978,19.93112
867,25-28,50.02681,19.93112
868,25-29,50.02384,19.93112
869,25-30,50.02087,19.93112
870,25-31,50.0179,19.93112
871,25-32,50.01493,19.93112
872,25-33,50.01196,19.93112
873,25-34,50.00899,19.93112
874,25-35,50.00602,19.93112
875,26-1,50.107,19.93575
876,26-2,50.10403,19.93575
877,26-3,50.10106,19.93575
878,26-4,50.09809,19.93575
879,26-5,50.09512,19.93575
880,26-6,50.09215,19.93575
881,26-7,50.08918,19.93575
882,26-8,50.08621,19.93575
883,26-9,50.083239999999996,19.93575
884,26-10,50.08027,19.93575
885,26-11,50.0773,19.93575
886,26-12,50.074329999999996,19.93575
887,26-13,50.07136,19.93575
888,26-14,50.06839,19.93575
889,26-15,50.065419999999996,19.93575
890,26-16,50.06245,19.93575
891,26-17,50.05948,19.93575
892,26-18,50.056509999999996,19.93575
893,26-19,50.05354,19.93575
894,26-20,50.05057,19.93575
895,26-21,50.0476,19.93575
896,26-22,50.04463,19.93575
897,26-23,50.04166,19.93575
898,26-24,50.03869,19.93575
899,26-25,50.03572,19.93575
900,26-26,50.03275,19.93575
901,26-27,50.02978,19.93575
902,26-28,50.02681,19.93575
903,26-29,50.02384,19.93575
904,26-30,50.02087,19.93575
905,26-31,50.0179,19.93575
906,26-32,50.01493,19.93575
907,26-33,50.01196,19.93575
908,26-34,50.00899,19.93575
909,26-35,50.00602,19.93575
910,27-1,50.107,19.94038
911,27-2,50.10403,19.94038
912,27-3,50.10106,19.94038
913,27-4,50.09809,19.94038
914,27-5,50.09512,19.94038
915,27-6,50.09215,19.94038
916,27-7,50.08918,19.94038
917,27-8,50.08621,19.94038
918,27-9,50.083239999999996,19.94038
919,27-10,50.08027,19.94038
920,27-11,50.0773,19.94038
921,27-12,50.074329999999996,19.94038
922,27-13,50.07136,19.94038
923,27-14,50.06839,19.94038
924,27-15,50.065419999999996,19.94038
925,27-16,50.06245,19.94038
926,27-17,50.05948,19.94038
927,27-18,50.056509999999996,19.94038
928,27-19,50.05354,19.94038
929,27-20,50.05057,19.94038
930,27-21,50.0476,19.94038
931,27-22,50.04463,19.94038
932,27-23,50.04166,19.94038
933,27-24,50.03869,19.94038
934,27-25,50.03572,19.94038
935,27-26,50.03275,19.94038
936,27-27,50.02978,19.94038
937,27-28,50.02681,19.94038
938,27-29,50.02384,19.94038
939,27-30,50.02087,19.94038
940,27-31,50.0179,19.94038
941,27-32,50.01493,19.94038
942,27-33,50.01196,19.94038
943,27-34,50.00899,19.94038
944,27-35,50.00602,19.94038
945,28-1,50.107,19.94501
946,28-2,50.10403,19.94501
947,28-3,50.10106,19.94501
948,28-4,50.09809,19.94501
949,28-5,50.09512,19.94501
950,28-6,50.09215,19.94501
951,28-7,50.08918,19.94501
952,28-8,50.08621,19.94501
953,28-9,50.083239999999996,19.94501
954,28-10,50.08027,19.94501
955,28-11,50.0773,19.94501
956,28-12,50.074329999999996,19.94501
957,28-13,50.07136,19.94501
958,28-14,50.06839,19.94501
959,28-15,50.065419999999996,19.94501
960,28-16,50.06245,19.94501
961,28-17,50.05948,19.94501
962,28-18,50.056509999999996,19.94501
963,28-19,50.05354,19.94501
964,28-20,50.05057,19.94501
965,28-21,50.0476,19.94501
966,28-22,50.04463,19.94501
967,28-23,50.04166,19.94501
968,28-24,50.03869,19.94501
969,28-25,50.03572,19.94501
970,28-26,50.03275,19.94501
971,28-27,50.02978,19.94501
972,28-28,50.02681,19.94501
973,28-29,50.02384,19.94501
974,28-30,50.02087,19.94501
975,28-31,50.0179,19.94501
976,28-32,50.01493,19.94501
977,28-33,50.01196,19.94501
978,28-34,50.00899,19.94501
979,28-35,50.00602,19.94501
980,29-1,50.107,19.94964
981,29-2,50.10403,19.94964
982,29-3,50.10106,19.94964
983,29-4,50.09809,19.94964
984,29-5,50.09512,19.94964
985,29-6,50.09215,19.94964
986,29-7,50.08918,19.94964
987,29-8,50.08621,19.94964
988,29-9,50.083239999999996,19.94964
989,29-10,50.08027,19.94964
990,29-11,50.0773,19.94964
991,29-12,50.074329999999996,19.94964
992,29-13,50.07136,19.94964
993,29-14,50.06839,19.94964
994,29-15,50.065419999999996,19.94964
995,29-16,50.06245,19.94964
996,29-17,50.05948,19.94964
997,29-18,50.056509999999996,19.94964
998,29-19,50.05354,19.94964
999,29-20,50.05057,19.94964
1000,29-21,50.0476,19.94964
1001,29-22,50.04463,19.94964
1002,29-23,50.04166,19.94964
1003,29-24,50.03869,19.94964
1004,29-25,50.03572,19.94964
1005,29-26,50.03275,19.94964
1006,29-27,50.02978,19.94964
1007,29-28,50.02681,19.94964
1008,29-29,50.02384,19.94964
1009,29-30,50.02087,19.94964
1010,29-31,50.0179,19.94964
1011,29-32,50.01493,19.94964
1012,29-33,50.01196,19.94964
1013,29-34,50.00899,19.94964
1014,29-35,50.00602,19.94964
1015,30-1,50.107,19.95427
1016,30-2,50.10403,19.95427
1017,30-3,50.10106,19.95427
1018,30-4,50.09809,19.95427
1019,30-5,50.09512,19.95427
1020,30-6,50.09215,19.95427
1021,30-7,50.08918,19.95427
1022,30-8,50.08621,19.95427
1023,30-9,50.083239999999996,19.95427
1024,30-10,50.08027,19.95427
1025,30-11,50.0773,19.95427
1026,30-12,50.074329999999996,19.95427
1027,30-13,50.07136,19.95427
1028,30-14,50.06839,19.95427
1029,30-15,50.065419999999996,19.95427
1030,30-16,50.06245,19.95427
1031,30-17,50.05948,19.95427
1032,30-18,50.056509999999996,19.95427
1033,30-19,50.05354,19.95427
1034,30-20,50.05057,19.95427
1035,30-21,50.0476,19.95427
1036,30-22,50.04463,19.95427
1037,30-23,50.04166,19.95427
1038,30-24,50.03869,19.95427
1039,30-25,50.03572,19.95427
1040,30-26,50.03275,19.95427
1041,30-27,50.02978,19.95427
1042,30-28,50.02681,19.95427
1043,30-29,50.02384,19.95427
1044,30-30,50.02087,19.95427
1045,30-31,50.0179,19.95427
1046,30-32,50.01493,19.95427
1047,30-33,50.01196,19.95427
1048,30-34,50.00899,19.95427
1049,30-35,50.00602,19.95427
1050,31-1,50.107,19.9589
1051,31-2,50.10403,19.9589
1052,31-3,50.10106,19.9589
1053,31-4,50.09809,19.9589
1054,31-5,50.09512,19.9589
1055,31-6,50.09215,19.9589
1056,31-7,50.08918,19.9589
1057,31-8,50.08621,19.9589
1058,31-9,50.083239999999996,19.9589
1059,31-10,50.08027,19.9589
1060,31-11,50.0773,19.9589
1061,31-12,50.074329999999996,19.9589
1062,31-13,50.07136,19.9589
1063,31-14,50.06839,19.9589
1064,31-15,50.065419999999996,19.9589
1065,31-16,50.06245,19.9589
1066,31-17,50.05948,19.9589
1067,31-18,50.056509999999996,19.9589
1068,31-19,50.05354,19.9589
1069,31-20,50.05057,19.9589
1070,31-21,50.0476,19.9589
1071,31-22,50.04463,19.9589
1072,31-23,50.04166,19.9589
1073,31-24,50.03869,19.9589
1074,31-25,50.03572,19.9589
1075,31-26,50.03275,19.9589
1076,31-27,50.02978,19.9589
1077,31-28,50.02681,19.9589
1078,31-29,50.02384,19.9589
1079,31-30,50.02087,19.9589
1080,31-31,50.0179,19.9589
1081,31-32,50.01493,19.9589
1082,31-33,50.01196,19.9589
1083,31-34,50.00899,19.9589
1084,31-35,50.00602,19.9589
1085,32-1,50.107,19.96353
1086,32-2,50.10403,19.96353
1087,32-3,50.10106,19.96353
1088,32-4,50.09809,19.96353
1089,32-5,50.09512,19.96353
1090,32-6,50.09215,19.96353
1091,32-7,50.08918,19.96353
1092,32-8,50.08621,19.96353
1093,32-9,50.083239999999996,19.96353
1094,32-10,50.08027,19.96353
1095,32-11,50.0773,19.96353
1096,32-12,50.074329999999996,19.96353
1097,32-13,50.07136,19.96353
1098,32-14,50.06839,19.96353
1099,32-15,50.065419999999996,19.96353
1100,32-16,50.06245,19.96353
1101,32-17,50.05948,19.96353
1102,32-18,50.056509999999996,19.96353
1103,32-19,50.05354,19.96353
1104,32-20,50.05057,19.96353
1105,32-21,50.0476,19.96353
1106,32-22,50.04463,19.96353
1107,32-23,50.04166,19.96353
1108,32-24,50.03869,19.96353
1109,32-25,50.03572,19.96353
1110,32-26,50.03275,19.96353
1111,32-27,50.02978,19.96353
1112,32-28,50.02681,19.96353
1113,32-29,50.02384,19.96353
1114,32-30,50.02087,19.96353
1115,32-31,50.0179,19.96353
1116,32-32,50.01493,19.96353
1117,32-33,50.01196,19.96353
1118,32-34,50.00899,19.96353
1119,32-35,50.00602,19.96353
1120,33-1,50.107,19.96816
1121,33-2,50.10403,19.96816
1122,33-3,50.10106,19.96816
1123,33-4,50.09809,19.96816
1124,33-5,50.09512,19.96816
1125,33-6,50.09215,19.96816
1126,33-7,50.08918,19.96816
1127,33-8,50.08621,19.96816
1128,33-9,50.083239999999996,19.96816
1129,33-10,50.08027,19.96816
1130,33-11,50.0773,19.96816
1131,33-12,50.074329999999996,19.96816
1132,33-13,50.07136,19.96816
1133,33-14,50.06839,19.96816
1134,33-15,50.065419999999996,19.96816
1135,33-16,50.06245,19.96816
1136,33-17,50.05948,19.96816
1137,33-18,50.056509999999996,19.96816
1138,33-19,50.05354,19.96816
1139,33-20,50.05057,19.96816
1140,33-21,50.0476,19.96816
1141,33-22,50.04463,19.96816
1142,33-23,50.04166,19.96816
1143,33-24,50.03869,19.96816
1144,33-25,50.03572,19.96816
1145,33-26,50.03275,19.96816
1146,33-27,50.02978,19.96816
1147,33-28,50.02681,19.96816
1148,33-29,50.02384,19.96816
1149,33-30,50.02087,19.96816
1150,33-31,50.0179,19.96816
1151,33-32,50.01493,19.96816
1152,33-33,50.01196,19.96816
1153,33-34,50.00899,19.96816
1154,33-35,50.00602,19.96816
1155,34-1,50.107,19.97279
1156,34-2,50.10403,19.97279
1157,34-3,50.10106,19.97279
1158,34-4,50.09809,19.97279
1159,34-5,50.09512,19.97279
1160,34-6,50.09215,19.97279
1161,34-7,50.08918,19.97279
1162,34-8,50.08621,19.97279
1163,34-9,50.083239999999996,19.97279
1164,34-10,50.08027,19.97279
1165,34-11,50.0773,19.97279
1166,34-12,50.074329999999996,19.97279
1167,34-13,50.07136,19.97279
1168,34-14,50.06839,19.97279
1169,34-15,50.065419999999996,19.97279
1170,34-16,50.06245,19.97279
1171,34-17,50.05948,19.97279
1172,34-18,50.056509999999996,19.97279
1173,34-19,50.05354,19.97279
1174,34-20,50.05057,19.97279
1175,34-21,50.0476,19.97279
1176,34-22,50.04463,19.97279
1177,34-23,50.04166,19.97279
1178,34-24,50.03869,19.97279
1179,34-25,50.03572,19.97279
1180,34-26,50.03275,19.97279
1181,34-27,50.02978,19.97279
1182,34-28,50.02681,19.97279
1183,34-29,50.02384,19.97279
1184,34-30,50.02087,19.97279
1185,34-31,50.0179,19.97279
1186,34-32,50.01493,19.97279
1187,34-33,50.01196,19.97279
1188,34-34,50.00899,19.97279
1189,34-35,50.00602,19.97279
1190,35-1,50.107,19.97742
1191,35-2,50.10403,19.97742
1192,35-3,50.10106,19.97742
1193,35-4,50.09809,19.97742
1194,35-5,50.09512,19.97742
1195,35-6,50.09215,19.97742
1196,35-7,50.08918,19.97742
1197,35-8,50.08621,19.97742
1198,35-9,50.083239999999996,19.97742
1199,35-10,50.08027,19.97742
1200,35-11,50.0773,19.97742
1201,35-12,50.074329999999996,19.97742
1202,35-13,50.07136,19.97742
1203,35-14,50.06839,19.97742
1204,35-15,50.065419999999996,19.97742
1205,35-16,50.06245,19.97742
1206,35-17,50.05948,19.97742
1207,35-18,50.056509999999996,19.97742
1208,35-19,50.05354,19.97742
1209,35-20,50.05057,19.97742
1210,35-21,50.0476,19.97742
1211,35-22,50.04463,19.97742
1212,35-23,50.04166,19.97742
1213,35-24,50.03869,19.97742
1214,35-25,50.03572,19.97742
1215,35-26,50.03275,19.97742
1216,35-27,50.02978,19.97742
1217,35-28,50.02681,19.97742
1218,35-29,50.02384,19.97742
1219,35-30,50.02087,19.97742
1220,35-31,50.0179,19.97742
1221,35-32,50.01493,19.97742
1222,35-33,50.01196,19.97742
1223,35-34,50.00899,19.97742
1224,35-35,50.00602,19.97742
1225,36-1,50.107,19.98205
1226,36-2,50.10403,19.98205
1227,36-3,50.10106,19.98205
1228,36-4,50.09809,19.98205
1229,36-5,50.09512,19.98205
1230,36-6,50.09215,19.98205
1231,36-7,50.08918,19.98205
1232,36-8,50.08621,19.98205
1233,36-9,50.083239999999996,19.98205
1234,36-10,50.08027,19.98205
1235,36-11,50.0773,19.98205
1236,36-12,50.074329999999996,19.98205
1237,36-13,50.07136,19.98205
1238,36-14,50.06839,19.98205
1239,36-15,50.065419999999996,19.98205
1240,36-16,50.06245,19.98205
1241,36-17,50.05948,19.98205
1242,36-18,50.056509999999996,19.98205
1243,36-19,50.05354,19.98205
1244,36-20,50.05057,19.98205
1245,36-21,50.0476,19.98205
1246,36-22,50.04463,19.98205
1247,36-23,50.04166,19.98205
1248,36-24,50.03869,19.98205
1249,36-25,50.03572,19.98205
1250,36-26,50.03275,19.98205
1251,36-27,50.02978,19.98205
1252,36-28,50.02681,19.98205
1253,36-29,50.02384,19.98205
1254,36-30,50.02087,19.98205
1255,36-31,50.0179,19.98205
1256,36-32,50.01493,19.98205
1257,36-33,50.01196,19.98205
1258,36-34,50.00899,19.98205
1259,36-35,50.00602,19.98205
1260,37-1,50.107,19.98668
1261,37-2,50.10403,19.98668
1262,37-3,50.10106,19.98668
1263,37-4,50.09809,19.98668
1264,37-5,50.09512,19.98668
1265,37-6,50.09215,19.98668
1266,37-7,50.08918,19.98668
1267,37-8,50.08621,19.98668
1268,37-9,50.083239999999996,19.98668
1269,37-10,50.08027,19.98668
1270,37-11,50.0773,19.98668
1271,37-12,50.074329999999996,19.98668
1272,37-13,50.07136,19.98668
1273,37-14,50.06839,19.98668
1274,37-15,50.065419999999996,19.98668
1275,37-16,50.06245,19.98668
1276,37-17,50.05948,19.98668
1277,37-18,50.056509999999996,19.98668
1278,37-19,50.05354,19.98668
1279,37-20,50.05057,19.98668
1280,37-21,50.0476,19.98668
1281,37-22,50.04463,19.98668
1282,37-23,50.04166,19.98668
1283,37-24,50.03869,19.98668
1284,37-25,50.03572,19.98668
1285,37-26,50.03275,19.98668
1286,37-27,50.02978,19.98668
1287,37-28,50.02681,19.98668
1288,37-29,50.02384,19.98668
1289,37-30,50.02087,19.98668
1290,37-31,50.0179,19.98668
1291,37-32,50.01493,19.98668
1292,37-33,50.01196,19.98668
1293,37-34,50.00899,19.98668
1294,37-35,50.00602,19.98668
1295,38-1,50.107,19.99131
1296,38-2,50.10403,19.99131
1297,38-3,50.10106,19.99131
1298,38-4,50.09809,19.99131
1299,38-5,50.09512,19.99131
1300,38-6,50.09215,19.99131
1301,38-7,50.08918,19.99131
1302,38-8,50.08621,19.99131
1303,38-9,50.083239999999996,19.99131
1304,38-10,50.08027,19.99131
1305,38-11,50.0773,19.99131
1306,38-12,50.074329999999996,19.99131
1307,38-13,50.07136,19.99131
1308,38-14,50.06839,19.99131
1309,38-15,50.065419999999996,19.99131
1310,38-16,50.06245,19.99131
1311,38-17,50.05948,19.99131
1312,38-18,50.056509999999996,19.99131
1313,38-19,50.05354,19.99131
1314,38-20,50.05057,19.99131
1315,38-21,50.0476,19.99131
1316,38-22,50.04463,19.99131
1317,38-23,50.04166,19.99131
1318,38-24,50.03869,19.99131
1319,38-25,50.03572,19.99131
1320,38-26,50.03275,19.99131
1321,38-27,50.02978,19.99131
1322,38-28,50.02681,19.99131
1323,38-29,50.02384,19.99131
1324,38-30,50.02087,19.99131
1325,38-31,50.0179,19.99131
1326,38-32,50.01493,19.99131
1327,38-33,50.01196,19.99131
1328,38-34,50.00899,19.99131
1329,38-35,50.00602,19.99131
1330,39-1,50.107,19.99594
1331,39-2,50.10403,19.99594
1332,39-3,50.10106,19.99594
1333,39-4,50.09809,19.99594
1334,39-5,50.09512,19.99594
1335,39-6,50.09215,19.99594
1336,39-7,50.08918,19.99594
1337,39-8,50.08621,19.99594
1338,39-9,50.083239999999996,19.99594
1339,39-10,50.08027,19.99594
1340,39-11,50.0773,19.99594
1341,39-12,50.074329999999996,19.99594
1342,39-13,50.07136,19.99594
1343,39-14,50.06839,19.99594
1344,39-15,50.065419999999996,19.99594
1345,39-16,50.06245,19.99594
1346,39-17,50.05948,19.99594
1347,39-18,50.056509999999996,19.99594
1348,39-19,50.05354,19.99594
1349,39-20,50.05057,19.99594
1350,39-21,50.0476,19.99594
1351,39-22,50.04463,19.99594
1352,39-23,50.04166,19.99594
1353,39-24,50.03869,19.99594
1354,39-25,50.03572,19.99594
1355,39-26,50.03275,19.99594
1356,39-27,50.02978,19.99594
1357,39-28,50.02681,19.99594
1358,39-29,50.02384,19.99594
1359,39-30,50.02087,19.99594
1360,39-31,50.0179,19.99594
1361,39-32,50.01493,19.99594
1362,39-33,50.01196,19.99594
1363,39-34,50.00899,19.99594
1364,39-35,50.00602,19.99594
1365,40-1,50.107,20.00057
1366,40-2,50.10403,20.00057
1367,40-3,50.10106,20.00057
1368,40-4,50.09809,20.00057
1369,40-5,50.09512,20.00057
1370,40-6,50.09215,20.00057
1371,40-7,50.08918,20.00057
1372,40-8,50.08621,20.00057
1373,40-9,50.083239999999996,20.00057
1374,40-10,50.08027,20.00057
1375,40-11,50.0773,20.00057
1376,40-12,50.074329999999996,20.00057
1377,40-13,50.07136,20.00057
1378,40-14,50.06839,20.00057
1379,40-15,50.065419999999996,20.00057
1380,40-16,50.06245,20.00057
1381,40-17,50.05948,20.00057
1382,40-18,50.056509999999996,20.00057
1383,40-19,50.05354,20.00057
1384,40-20,50.05057,20.00057
1385,40-21,50.0476,20.00057
1386,40-22,50.04463,20.00057
1387,40-23,50.04166,20.00057
1388,40-24,50.03869,20.00057
1389,40-25,50.03572,20.00057
1390,40-26,50.03275,20.00057
1391,40-27,50.02978,20.00057
1392,40-28,50.02681,20.00057
1393,40-29,50.02384,20.00057
1394,40-30,50.02087,20.00057
1395,40-31,50.0179,20.00057
1396,40-32,50.01493,20.00057
1397,40-33,50.01196,20.00057
1398,40-34,50.00899,20.00057
1399,40-35,50.00602,20.00057
1400,41-1,50.107,20.0052
1401,41-2,50.10403,20.0052
1402,41-3,50.10106,20.0052
1403,41-4,50.09809,20.0052
1404,41-5,50.09512,20.0052
1405,41-6,50.09215,20.0052
1406,41-7,50.08918,20.0052
1407,41-8,50.08621,20.0052
1408,41-9,50.083239999999996,20.0052
1409,41-10,50.08027,20.0052
1410,41-11,50.0773,20.0052
1411,41-12,50.074329999999996,20.0052
1412,41-13,50.07136,20.0052
1413,41-14,50.06839,20.0052
1414,41-15,50.065419999999996,20.0052
1415,41-16,50.06245,20.0052
1416,41-17,50.05948,20.0052
1417,41-18,50.056509999999996,20.0052
1418,41-19,50.05354,20.0052
1419,41-20,50.05057,20.0052
1420,41-21,50.0476,20.0052
1421,41-22,50.04463,20.0052
1422,41-23,50.04166,20.0052
1423,41-24,50.03869,20.0052
1424,41-25,50.03572,20.0052
1425,41-26,50.03275,20.0052
1426,41-27,50.02978,20.0052
1427,41-28,50.02681,20.0052
1428,41-29,50.02384,20.0052
1429,41-30,50.02087,20.0052
1430,41-31,50.0179,20.0052
1431,41-32,50.01493,20.0052
1432,41-33,50.01196,20.0052
1433,41-34,50.00899,20.0052
1434,41-35,50.00602,20.0052
1435,42-1,50.107,20.00983
1436,42-2,50.10403,20.00983
1437,42-3,50.10106,20.00983
1438,42-4,50.09809,20.00983
1439,42-5,50.09512,20.00983
1440,42-6,50.09215,20.00983
1441,42-7,50.08918,20.00983
1442,42-8,50.08621,20.00983
1443,42-9,50.083239999999996,20.00983
1444,42-10,50.08027,20.00983
1445,42-11,50.0773,20.00983
1446,42-12,50.074329999999996,20.00983
1447,42-13,50.07136,20.00983
1448,42-14,50.06839,20.00983
1449,42-15,50.065419999999996,20.00983
1450,42-16,50.06245,20.00983
1451,42-17,50.05948,20.00983
1452,42-18,50.056509999999996,20.00983
1453,42-19,50.05354,20.00983
1454,42-20,50.05057,20.00983
1455,42-21,50.0476,20.00983
1456,42-22,50.04463,20.00983
1457,42-23,50.04166,20.00983
1458,42-24,50.03869,20.00983
1459,42-25,50.03572,20.00983
1460,42-26,50.03275,20.00983
1461,42-27,50.02978,20.00983
1462,42-28,50.02681,20.00983
1463,42-29,50.02384,20.00983
1464,42-30,50.02087,20.00983
1465,42-31,50.0179,20.00983
1466,42-32,50.01493,20.00983
1467,42-33,50.01196,20.00983
1468,42-34,50.00899,20.00983
1469,42-35,50.00602,20.00983
1470,43-1,50.107,20.01446
1471,43-2,50.10403,20.01446
1472,43-3,50.10106,20.01446
1473,43-4,50.09809,20.01446
1474,43-5,50.09512,20.01446
1475,43-6,50.09215,20.01446
1476,43-7,50.08918,20.01446
1477,43-8,50.08621,20.01446
1478,43-9,50.083239999999996,20.01446
1479,43-10,50.08027,20.01446
1480,43-11,50.0773,20.01446
1481,43-12,50.074329999999996,20.01446
1482,43-13,50.07136,20.01446
1483,43-14,50.06839,20.01446
1484,43-15,50.065419999999996,20.01446
1485,43-16,50.06245,20.01446
1486,43-17,50.05948,20.01446
1487,43-18,50.056509999999996,20.01446
1488,43-19,50.05354,20.01446
1489,43-20,50.05057,20.01446
1490,43-21,50.0476,20.01446
1491,43-22,50.04463,20.01446
1492,43-23,50.04166,20.01446
1493,43-24,50.03869,20.01446
1494,43-25,50.03572,20.01446
1495,43-26,50.03275,20.01446
1496,43-27,50.02978,20.01446
1497,43-28,50.02681,20.01446
1498,43-29,50.02384,20.01446
1499,43-30,50.02087,20.01446
1500,43-31,50.0179,20.01446
1501,43-32,50.01493,20.01446
1502,43-33,50.01196,20.01446
1503,43-34,50.00899,20.01446
1504,43-35,50.00602,20.01446
1505,44-1,50.107,20.01909
1506,44-2,50.10403,20.01909
1507,44-3,50.10106,20.01909
1508,44-4,50.09809,20.01909
1509,44-5,50.09512,20.01909
1510,44-6,50.09215,20.01909
1511,44-7,50.08918,20.01909
1512,44-8,50.08621,20.01909
1513,44-9,50.083239999999996,20.01909
1514,44-10,50.08027,20.01909
1515,44-11,50.0773,20.01909
1516,44-12,50.074329999999996,20.01909
1517,44-13,50.07136,20.01909
1518,44-14,50.06839,20.01909
1519,44-15,50.065419999999996,20.01909
1520,44-16,50.06245,20.01909
1521,44-17,50.05948,20.01909
1522,44-18,50.056509999999996,20.01909
1523,44-19,50.05354,20.01909
1524,44-20,50.05057,20.01909
1525,44-21,50.0476,20.01909
1526,44-22,50.04463,20.01909
1527,44-23,50.04166,20.01909
1528,44-24,50.03869,20.01909
1529,44-25,50.03572,20.01909
1530,44-26,50.03275,20.01909
1531,44-27,50.02978,20.01909
1532,44-28,50.02681,20.01909
1533,44-29,50.02384,20.01909
1534,44-30,50.02087,20.01909
1535,44-31,50.0179,20.01909
1536,44-32,50.01493,20.01909
1537,44-33,50.01196,20.01909
1538,44-34,50.00899,20.01909
1539,44-35,50.00602,20.01909
1540,45-1,50.107,20.02372
1541,45-2,50.10403,20.02372
1542,45-3,50.10106,20.02372
1543,45-4,50.09809,20.02372
1544,45-5,50.09512,20.02372
1545,45-6,50.09215,20.02372
1546,45-7,50.08918,20.02372
1547,45-8,50.08621,20.02372
1548,45-9,50.083239999999996,20.02372
1549,45-10,50.08027,20.02372
1550,45-11,50.0773,20.02372
1551,45-12,50.074329999999996,20.02372
1552,45-13,50.07136,20.02372
1553,45-14,50.06839,20.02372
1554,45-15,50.065419999999996,20.02372
1555,45-16,50.06245,20.02372
1556,45-17,50.05948,20.02372
1557,45-18,50.056509999999996,20.02372
1558,45-19,50.05354,20.02372
1559,45-20,50.05057,20.02372
1560,45-21,50.0476,20.02372
1561,45-22,50.04463,20.02372
1562,45-23,50.04166,20.02372
1563,45-24,50.03869,20.02372
1564,45-25,50.03572,20.02372
1565,45-26,50.03275,20.02372
1566,45-27,50.02978,20.02372
1567,45-28,50.02681,20.02372
1568,45-29,50.02384,20.02372
1569,45-30,50.02087,20.02372
1570,45-31,50.0179,20.02372
1571,45-32,50.01493,20.02372
1572,45-33,50.01196,20.02372
1573,45-34,50.00899,20.02372
1574,45-35,50.00602,20.02372
